question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,first_piece,second_piece,generated_guided_completion,generated_general_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
1451,"A seller listed real property for $500,000, which was set to expire on Aug.1. The current lessee of the premises, who had made substantial improvements to the property, wanted to buy at the full list price but needed extra time. He paid $10,000 for an option to be added to the lease, giving him an option to buy on or before Sept. 1. The option stated that all notices required under it ""shall be deemed given if given in writing and delivered personally, delivered by commercial delivery service, or by certified mail return receipt requested, to the party to receive the Notice"" That notice was required by Sept. 1. Buyer called Seller on Aug. 25 and told her that he was exercising the option, but Seller did not remember the words used. The Buyer sent written intent to exercise it by first class mail on Aug. 29 but the Seller later testified that she did not receive it until September 3. On September 10 she notified Buyer that the option expired and the deal was off. Buyer filed a specific performance action to compel the transaction. Is it likely that the Equity Court will grant the request for specific performance?","No, because the option explicitly required that notices be delivered by one of the stated forms, and first class mail was not one of them.","Yes, the delay was minimal, the lessee would suffer hardship, and the wording of the notice requirement did not absolutely require one of the stated forms of notice.","Yes, because the Buyer made a good faith effort to notify the Seller within the required time.","No, because option contracts are strictly enforced and even a one-day delay cannot be allowed due to the need to have commercial predictability in such transactions.","Yes, because the Seller was informed of the Buyer's intent to exercise the option, regardless of the method of delivery.","No, because the Buyer did not fulfill the terms of the option within the allotted time.","No, because the Seller did not recall the phone conversation, and there's no proof of the same.","No, because the Seller would be prejudiced by having to sell after the option date.","Yes, the Seller was informed by phone call, which can be considered as personal delivery.",,B,1,law,ori_mmlu-professional_law,,test,"A seller listed real property for $500,000, which was set to expire on Aug.1. The current lessee of the premises, who had made substantial improvements to the property, wanted to buy at the full list price but needed extra time. He paid $10,000 for an option to be added to the lease, giving him an option to buy on or before Sept. 1. The option stated that all notices required under it ""shall be deemed given if given in writing and delivered personally, delivered by commercial delivery service, or by certified mail return receipt requested, to the party to receive the Notice"" That notice was required by Sept. 1. Buyer called Seller on Aug. 25 and told her that he was exercising the option, but Seller did not remember the words used.",The Buyer sent written intent to exercise it by first class mail on Aug. 29 but the Seller later testified that she did not receive it until September 3. On September 10 she notified Buyer that the option expired and the deal was off. Buyer filed a specific performance action to compel the transaction. Is it likely that the Equity Court will grant the request for specific performance?,"The next day, Seller called Buyer and said, ""I heard you on the phone yesterday, but I didn't understand what you were saying. I thought you were just asking about the price."" Buyer replied, ""I told you I was exercising my option to buy the property."" Seller responded, ""Well, if that's what you said, then fine, but I need to see it in writing first."" Buyer then sent a letter via certified mail on Aug. 27 stating that he was exercising his option to purchase the property at the listed price of $500,000. On Sept. 1, Seller refused to honor the option, claiming that Buyer had not given proper notice by the deadline. Who is correct? (A) Seller is correct because Buyer did not give notice in writing by the deadline. (B) Buyer is correct because his oral statement on Aug. 25 constituted sufficient notice. (C) Buyer is correct because his letter sent on Aug. 27 constituted sufficient notice. (D) Seller is correct because the option expired on Aug. 1. (E) Buyer is correct because the option was automatically renewed.","The seller refused to honor the option, arguing that the buyer had not strictly complied with the notice provision, which required written notice delivered personally, by commercial delivery service, or by certified mail. The buyer countered that his oral communication on August 25, made only six days before the deadline, was sufficient to exercise the option. The central legal issue is whether the option contract's specific notice requirements are mandatory conditions precedent to the exercise of the option, or if the buyer's oral declaration, given the short timeframe and the seller's failure to object immediately, constitutes a valid exercise that estops the seller from claiming a technical defect. Courts often look to the intent of the parties and whether the seller was prejudiced by the lack of written notice; given that the seller had the option to demand written confirmation but did not, and the buyer clearly communicated his intent to purchase, a court might find that the option was validly exercised despite the deviation from the specified delivery methods.",0.16,0.17,0.63,0.66
4997,"Toward the end of the Pleistocene, between 28,000 and 18,000 years ago, worldwide sea level was much lower than present day, resulting in the exposure of a landmass east of Siberia called __________. This period is called the _______.",Beringia; Late Beringian Period,Beringia; Late Glacial Maximum,Sundaland; Late Laurentide Period,Wallacea; McKenzie Maximum,Wallacea; Late Glacial Maximum,Wallacea; Late Laurentide Period,Beringia; Last Glacial Period,Sundaland; Late Beringian Period,Sundaland; McKenzie Maximum,Beringia; McKenzie Maximum,B,1,history,ori_mmlu-prehistory,,test,"Toward the end of the Pleistocene, between 28,000 and 18,000 years ago, worldwide sea level was much lower than present day, resulting in the exposure of a landmass east of Siberia called __________.",This period is called the _______.,"Beringia. This landmass connected Asia and North America, allowing for the migration of humans and large mammals between the two continents. The exposure of Beringia was due to the lower sea levels caused by the vast amount of water locked up in continental ice sheets during the last glacial maximum. As the climate warmed and ice sheets melted, sea levels rose, submerging Beringia and separating Asia and North America once again.","Beringia. This vast land bridge connected present-day Alaska and Siberia, allowing humans and megafauna to migrate between the two continents during the last Ice Age.",0.13,0.05,0.58,0.59
1654,"Police were conducting a house-to-house search for an escaped convict. During the search, a police officer went to a home and rang the doorbell. When a teenage male opened the door, the police officer told him that a convict had escaped and asked if he had seen anyone suspicious in the neighborhood. The teenager said he hadn't but then asked the police officer to come inside to ensure the house was safe. The police officer entered the home and proceeded to look around. When he went into the kitchen, the police officer noticed a bag containing white powder on the counter. Suspecting that the bag contained narcotics, the police officer questioned the teenager as to its contents. The teenager said he didn't live in the house and had never seen it before. The police officer confiscated the bag and took the teenager to the station house for questioning, at which time it was determined that the teenager had escaped from a psychiatric hospital and had broken into the home earlier in the day. Furthermore, the results of a police lab test found that the bag contained heroin. As a result, the police issued an arrest warrant for the owner of the home. He was apprehended and charged with possession of heroin. The homeowner's attorney has filed a motion to suppress, claiming that the heroin confiscated by the police was unlawfully obtained. The motion should be","denied, because the teenager gave consent for the police officer to enter and search the home.","denied, because the police officer reasonably believed that he had permission to enter the dwelling and reasonably believed that the teenager was competent to give consent.","granted, because the teenager did not have an ownership or shared occupancy interest in the premises.","denied, because the police officer reasonably believed that he had permission to enter the dwelling.","denied, because the police officer was invited into the home by the teenager.","granted, because the police officer did not have a warrant to search the house.","granted, because the police officer did not have probable cause to search the house.","denied, because the police officer suspected that the bag contained narcotics.","granted, because the homeowner was not present during the search.","granted, because the teenager did not have the authority to consent to a search of the house.",J,9,law,ori_mmlu-professional_law,,test,"Police were conducting a house-to-house search for an escaped convict. During the search, a police officer went to a home and rang the doorbell. When a teenage male opened the door, the police officer told him that a convict had escaped and asked if he had seen anyone suspicious in the neighborhood. The teenager said he hadn't but then asked the police officer to come inside to ensure the house was safe. The police officer entered the home and proceeded to look around. When he went into the kitchen, the police officer noticed a bag containing white powder on the counter. Suspecting that the bag contained narcotics, the police officer questioned the teenager as to its contents. The teenager said he didn't live in the house and had never seen it before.","The police officer confiscated the bag and took the teenager to the station house for questioning, at which time it was determined that the teenager had escaped from a psychiatric hospital and had broken into the home earlier in the day. Furthermore, the results of a police lab test found that the bag contained heroin. As a result, the police issued an arrest warrant for the owner of the home. He was apprehended and charged with possession of heroin. The homeowner's attorney has filed a motion to suppress, claiming that the heroin confiscated by the police was unlawfully obtained. The motion should be",The police officer then asked the teenager if he had any idea who owned the house or where the owner might be. The teenager replied that he did not know the owner and had never been inside before. The police officer then asked the teenager if he had seen anyone else in the house recently. The teenager said he had not. The police officer then asked the teenager if he had any keys to the house. The teenager said he did not. The police officer then asked the teenager if he had any reason to be in the house. The teenager said he did not. The police officer then asked the teenager if he had any idea why the bag of white powder was in the house. The teenager said he did not. The police officer then asked the teenager if he had any idea who might have put the bag of white powder in the house. The teenager said he did not. The police officer then asked the teenager if he had any idea who might have taken the bag of white powder out of the house. The teenager said he did not. The police officer then asked the teenager if he had any idea who might have put the bag of white powder in the house and then taken it out. The teenager said he did not. The police officer then asked the teenager if he had any idea who might have put the bag of white powder in the house and then left it there. The teenager said he did not. The police officer then asked the teenager if he had any idea who might have put the bag of white powder in the house and then come back to get it. The teenager said he did not. The police officer then asked the teenager if he had any idea who might have put the bag of white powder in the house and then come back to get it and then left it there. The teenager said he did not. The police officer then asked the teenager if he had any idea who might have put the bag of white powder in the house and then come back to get it and then left it there and then come back to get it again. The teenager said he did not. The police officer then asked the teenager if he had any idea who might have put the bag of white powder in the house and then come back to get it and then left it there and then come back to get it again and then left it there again. The teenager said he did not. The police officer then asked the teenager if he had any idea who might have put the bag of white powder in the house and,"The police officer remained skeptical, noting that the teenager's story seemed inconsistent with the fact that he was currently inside the residence. The officer asked the boy to step outside while he conducted a more thorough search of the premises. Upon returning to the kitchen, the officer discovered a set of keys hidden under the bag of white powder, which matched the lock on the front door. Realizing the teenager was likely the owner of the house and had been hiding the contraband, the officer arrested him for possession of narcotics and obstruction of justice. The teenager was subsequently taken into custody, and the bag of white powder was seized as evidence.",0.24,0.13,0.66,0.71
3792,"Consider the reaction I_2 \rightarrow 2I at 1000°K and 1 atm. The fundamental vibration frequency ѵof I_2 is 214.4 cm^-1, and the internuclear distance is 0.2667 nm. Calculate the equilibrium constant K_P for the reaction if the ground state of I is a doublet ^2P_3/2,1/2 With a separation of 7603 cm^-1 . The dissociation energy of I_2 is 1.542 eV.",2.468 × 10^-3,0.764 × 10^-3,1.890 × 10^-3,0.987 × 10^-3,1.456 × 10^-3,1.079 × 10^-3,2.890 × 10^-3,3.142 × 10^-3,1.571 × 10^-3,1.234 × 10^-3,I,8,chemistry,stemez-PhysicalChemistry,,test,"Consider the reaction I_2 \rightarrow 2I at 1000°K and 1 atm. The fundamental vibration frequency ѵof I_2 is 214.4 cm^-1, and the internuclear distance is 0.2667 nm.","Calculate the equilibrium constant K_P for the reaction if the ground state of I is a doublet ^2P_3/2,1/2 With a separation of 7603 cm^-1 . The dissociation energy of I_2 is 1.542 eV.",The bond dissociation energy is 151 kJ/mol. Calculate the equilibrium constant K_p for the reaction at 1000°K.,"The dissociation energy $D_0$ is $1.542 \text{ eV}$, and the electronic ground state is a singlet. Calculate the equilibrium constant $K_p$ for this reaction at $1000 \text{ K}$.",0.23,0.3,0.64,0.62
2121,A major problem in thinking is maintaining alertness or concentration. What have experimental findings demonstrated about this problem?,The human mind can easily concentrate for long periods of time.,Concentration is unaffected by external distractions if the subject is engaging enough.,Attention can be sustained indefinitely if the subject is of personal interest.,The human system responds poorly to novelty or change in stimuli.,Frequent breaks diminish the ability to focus on tasks.,It is difficult to maintain attention for a long time on one particular subject or source of stimulation.,The human system shows increased alertness in response to monotonous stimuli.,Alertness is constant and does not fluctuate throughout the day.,The mind is better at multitasking than focusing on a single task for an extended period.,Concentration improves with time.,F,5,psychology,stemez-Psychology,,test,A major problem in thinking is maintaining alertness or concentration.,What have experimental findings demonstrated about this problem?,"This is known as:
A. inattentional blindness
B. change blindness
C. inattentional deafness
D. mindlessness
E. automaticity","This difficulty often arises when the mind wanders to unrelated thoughts, leading to a state of mental fatigue where important details are overlooked or misunderstood.",0.06,0.08,0.65,0.48
7400,What is the international balance of payments?,A fiscal record of a nation's consumer spending on international goods and services,A financial report of a country's national debt,"An annual accounting statement, summarizing all transactions between a nation's residents and residents of all other foreign nations",A monthly report detailing a country's export and import of goods and services,A comprehensive ledger of a country's investments and loans,A quarterly financial statement of a nation's foreign exchange reserves,A record of a nation's domestic financial transactions,An economic indicator of a nation's total accumulated wealth,An economic measure of a nation's GDP,A biannual summary of a nation's trade tariffs and subsidies,C,2,economics,stemez-Economics,,test,What is the international,balance of payments?,organization responsible for setting the standards for time zones and coordinating the distribution of time signals worldwide?,community?,0.0,0.1,0.39,0.3
11386,"(i) A 1000 kVA, 4600 V, three-phase, wye-connected alternator has an armature resistance of 2 ohms per phase and a synchronous armature reactance, X_s, of 20 ohms per phase. Find the full-load generated voltage per phase at: (a) Unity power factor (b) A power factor of 0.75 lagging (ii) Repeat part (i) to determine the generated voltage per phase at full load with: (a) A leading load of 0.75 PF (b) A leading load of 0.4 PF.","3600 V/phase, 4600 V/phase, 2200 V/phase, 1200 V/phase","3950 V/phase, 4950 V/phase, 2450 V/phase, 1450 V/phase","3845 V/phase, 4820 V/phase, 2360 V/phase, 1315 V/phase","3800 V/phase, 4800 V/phase, 2350 V/phase, 1320 V/phase","4000 V/phase, 5000 V/phase, 2500 V/phase, 1500 V/phase","3900 V/phase, 4900 V/phase, 2400 V/phase, 1400 V/phase","3700 V/phase, 4700 V/phase, 2300 V/phase, 1300 V/phase","3650 V/phase, 4650 V/phase, 2250 V/phase, 1250 V/phase","3850 V/phase, 4850 V/phase, 2380 V/phase, 1335 V/phase","3750 V/phase, 4750 V/phase, 2280 V/phase, 1285 V/phase",C,2,engineering,stemez-ElectricalMachines,,test,"(i) A 1000 kVA, 4600 V, three-phase, wye-connected alternator has an armature resistance of 2 ohms per phase and a synchronous armature reactance, X_s, of 20 ohms per phase.",Find the full-load generated voltage per phase at: (a) Unity power factor (b) A power factor of 0.75 lagging (ii) Repeat part (i) to determine the generated voltage per phase at full load with: (a) A leading load of 0.75 PF (b) A leading load of 0.4 PF.,The alternator is operating at full load with a 0.8 power factor lagging. Calculate the line-to-line terminal voltage of the alternator.,"(ii) The machine is operating at full load with a 0.8 lagging power factor. Calculate the line current, the induced electromotive force (E_a) per phase, and the voltage regulation of the alternator.",0.23,0.26,0.58,0.6
7678,"What are leading, coincidental, and lagging indicators of economic activity?","Leading indicators lag behind the business cycle, coincidental indicators precede it, and lagging indicators coincide with it.",Leading indicators conform to the business cycle and turn downward prior to its peak and upward before its trough. Coincidental indicators coincide with the business cycle's turning points. Lagging indicators turn downward after the business cycle's peak and upward after its trough.,Leading indicators turn upward during the business cycle's peak and downward during its trough. Coincidental indicators have no consistent pattern with the business cycle. Lagging indicators turn downward before the business cycle's peak and upward before its trough.,"Leading indicators coincide with the business cycle, coincidental indicators lag behind it, and lagging indicators precede it.",Leading indicators are unrelated to the business cycle. Coincidental indicators coincide with the business cycle's peak and trough. Lagging indicators turn downward at the business cycle's peak and upward at its trough.,Leading indicators predict the business cycle and turn upward after its peak and downward before its trough. Coincidental indicators follow the business cycle's turning points. Lagging indicators turn upward before the business cycle's peak and downward after its trough.,Leading indicators turn downward immediately after the business cycle's peak and upward immediately after its trough. Coincidental indicators fluctuate independently of the business cycle. Lagging indicators turn upward prior to the business cycle's peak and downward prior to its trough.,"Leading indicators follow the business cycle, coincidental indicators precede it, and lagging indicators coincide with it.",Leading indicators fluctuate randomly and are not predictive of the business cycle. Coincidental indicators coincide with the business cycle's midpoint. Lagging indicators turn upward long after the business cycle's peak and downward long after its trough.,Leading indicators turn downward after the business cycle's trough and upward after its peak. Coincidental indicators align with the business cycle's midpoints. Lagging indicators turn upward before the business cycle's trough and downward before its peak.,B,1,economics,stemez-Economics,,test,"What are leading, coincidental, and lagging",indicators of economic activity?,indicators in the context of economic forecasting?,"indicators? These are terms commonly used in business analytics, economics, and performance management to describe the timing and relationship between different data points.

*   **Leading indicators** are forward-looking metrics that predict future performance. They provide an early warning signal of what is to come, allowing organizations to take proactive action. Examples include new orders, stock market trends, or employee hiring rates.
*   **Coincidental indicators** (often referred to as concurrent or coincident indicators) move in tandem with the current state of the economy or business. They reflect the present conditions rather than predicting the future or reflecting the past. Examples include industrial production, retail sales, and employment levels.
*   **Lagging indicators** are historical data points that confirm long-term trends after they have already occurred. They are reliable for validating decisions but offer little help in predicting future changes. Examples include unemployment rates, corporate profits, and GDP growth.

Understanding the distinction between these three types is crucial for effective strategic planning, as relying solely on one type can lead to either premature action or reactive decision-making.",0.02,0.55,0.56,0.73
9234,"A square metal plate of edge length $8.0 \mathrm{~cm}$ and negligible thickness has a total charge of $6.0 \times 10^{-6} \mathrm{C}$. Estimate the magnitude $E$ of the electric field just off the center of the plate (at, say, a distance of $0.50 \mathrm{~mm}$ from the center) by assuming that the charge is spread uniformly over the two faces of the plate. ",$9.3 \times 10^7 \mathrm{~N} / \mathrm{C}$,$4.9 \times 10^7 \mathrm{~N} / \mathrm{C}$,$1.5 \times 10^7 \mathrm{~N} / \mathrm{C}$,$5.4$$10^7 \mathrm{~N} / \mathrm{C}$ ,$8.5 \times 10^7 \mathrm{~N} / \mathrm{C}$,$3.8 \times 10^7 \mathrm{~N} / \mathrm{C}$,$2.1 \times 10^7 \mathrm{~N} / \mathrm{C}$,$6.2 \times 10^7 \mathrm{~N} / \mathrm{C}$,$7.1 \times 10^7 \mathrm{~N} / \mathrm{C}$,$4.2 \times 10^7 \mathrm{~N} / \mathrm{C}$,D,3,physics,scibench-fund,,test,A square metal plate of edge length $8.0 \mathrm{~cm}$ and negligible thickness has a total charge of $6.0 \times 10^{-6} \mathrm{C}$.,"Estimate the magnitude $E$ of the electric field just off the center of the plate (at, say, a distance of $0.50 \mathrm{~mm}$ from the center) by assuming that the charge is spread uniformly over the two faces of the plate.",The charge is distributed uniformly over the surface of the plate. What is the surface charge density $\sigma$ on the plate?,"The charge distributes uniformly over the surface of the plate, resulting in a surface charge density of $\sigma = 9.375 \times 10^{-4} \, \mathrm{C/m^2}$.",0.23,0.29,0.61,0.62
3396,What is meant by regeneration? Explain regeneration by usingplanariaas an example.,Regeneration is the ability to change color to blend with the environment,Regeneration is the ability of Planaria to grow larger by consuming more food,Regeneration involves the spontaneous generation of new organisms from non-living matter,"Regeneration is the repair of lost or injured parts and in Planaria, if a part is cut off, it will regenerate into a whole worm",Regeneration is the process of aging reversal,Regeneration is the migration of Planaria to new environments to grow new populations,Regeneration refers to the ability to grow a new organism from a single cell,Regeneration is the process where an organism replicates its DNA to heal wounds,Regeneration is the ability of Planaria to reproduce asexually by splitting into two,Regeneration is the enhancement of sensory capabilities in Planaria after injury,D,3,biology,stemez-Biology,,test,What is meant by regeneration?,Explain regeneration by usingplanariaas an example.,It is the process by which an organism replaces lost or damaged parts of its body.,"Regeneration refers to the process of being born again or spiritually reborn, a central doctrine in Christian theology where an individual is transformed from a state of spiritual death to one of new life through faith in Jesus Christ. This concept, often linked with terms like ""new creation"" or ""new birth,"" signifies a fundamental change in nature, character, and relationship with God, enabling the believer to live in accordance with divine will rather than their former sinful nature.",0.05,0.18,0.46,0.51
10582,What arePackedarrays? How do they differfrom conventional arrays?,"Packed arrays store values in memory in the most compact way possible, taking up less space but increasing processing time.","Packed arrays require manual indexing and management by the programmer, unlike conventional arrays which are automatically managed by the system.",Packed arrays use a linked list structure to reduce memory fragmentation.,Packed arrays don't affect memory space or processing time.,"Packed arrays store multiple values in a single variable, allowing for dynamic resizing.",Packed arrays are the same as conventional arrays.,"Packed arrays allocate fixed memory blocks regardless of the data size, often leading to wasted space.","Packed arrays have elements that are all of a variable size, which is determined at runtime.","Packed arrays compress the data, which must be decompressed before use, slowing down access times.",Packed arrays take up more memory space but reduce processing time.,A,0,computer science,stemez-ComputerScience,,test,What arePackedarrays?,How do they differfrom conventional arrays?,"They are a data structure used in the PyTorch library to store tensors of different data types in a single contiguous memory block, allowing for efficient memory usage and faster computation compared to storing them as separate tensors.","Packed arrays are a specialized data structure used in computer science and programming to store multiple values of the same type in a single, contiguous block of memory. Unlike standard arrays where each element might have its own header or metadata, packed arrays eliminate this overhead by storing only the raw data values sequentially. This design significantly improves memory efficiency and can enhance performance, particularly in applications involving large datasets, such as image processing, scientific computing, and database management systems. By reducing the memory footprint and improving cache locality, packed arrays allow for faster data access and manipulation compared to their unpacked counterparts.",0.02,0.05,0.52,0.55
10314,The seal over a circular hole of diameter 1 cm in the side of an aquarium tank ruptures. The water level is 1 m above the hole and the tank is standing on a smooth plastic surface. What force must an attendant apply to the tank to prevent it from being set into motion?,2.0 N,2.5 N,1.5 N,2.2 N,0.5 N,1.54 N,1.6 N,0.78 N,1.0 N,3.08 N,F,5,physics,stemez-Physics,,test,The seal over a circular hole of diameter 1 cm in the side of an aquarium tank ruptures. The water level is 1 m above the hole and the tank is standing on a smooth plastic surface.,What force must an attendant apply to the tank to prevent it from being set into motion?,The tank has a mass of 100 kg and a base area of 1 m². What is the acceleration of the tank immediately after the seal ruptures? (Assume the density of water is 1000 kg/m³ and g = 9.8 m/s².),"The seal over a circular hole of diameter 1 cm in the side of an aquarium tank ruptures. The water level is 1 m above the hole and the tank is standing on a smooth plastic surface.

**Immediately, a high-velocity jet of water shoots horizontally from the hole, striking the plastic floor with significant force. Because the surface is smooth and frictionless, this impact generates a continuous reaction force that pushes the entire tank in the direction opposite to the water stream, causing the heavy aquarium to accelerate and slide across the floor.**",0.07,0.1,0.61,0.62
5754,What animal represents the year 2000 on the Chinese calendar?,tiger,sheep,monkey,rabbit,horse,dragon,dog,rat,snake,rooster,F,5,other,ori_mmlu-miscellaneous,,test,What animal represents the year 2000,on the Chinese calendar?,? A. Rat B. Ox C. Tiger D. Rabbit,"The animal that represents the year 2000 is the **Dragon**.

In the Chinese zodiac, the year 2000 was the Year of the **Dragon** (specifically, the Year of the Metal Dragon). The Dragon is the only creature in the zodiac that is not an actual animal but a mythical beast, symbolizing power, strength, good fortune, and prosperity.",0.07,0.0,0.5,0.52
9397,A certain weight of alcohol has a volume of 100 cm^3 at 0°C. What is its volume at 50°C?,100.60 cubic centimeters,125.75 cubic centimeters,120.00 cubic centimeters,115.00 cubic centimeters,102.40 cubic centimeters,110.00 cubic centimeters,108.50 cubic centimeters,103.20 cubic centimeters,105.60 cubic centimeters,130.00 cubic centimeters,I,8,physics,stemez-Physics,,test,A certain weight of alcohol has a volume of 100 cm^3 at 0°C.,What is its volume at 50°C?,The coefficient of volume expansion of alcohol is 1.1 × 10^-4 /°C. What is the volume of the alcohol at 100°C?,"When heated to 100°C, its volume expands to approximately 108.4 cm³, assuming the alcohol is ethanol and the expansion follows the standard coefficient of volumetric expansion for liquids.",0.11,0.33,0.65,0.71
11203,What does the phrase Guru-Panth mean within the Sikh traditions?,Spiritual journey,Sacred hymn,Community,Apprenticeship,Scripture,Ritual practices,Worship,Divine guidance,Teacher-student relationship,Path of enlightenment,C,2,philosophy,ori_mmlu-world_religions,,test,What does the phrase Guru-Panth mean,within the Sikh traditions?,"in Sikhism?
A. The Guru and his followers
B. The spiritual leader and the religious path
C. The teacher and the student
D. The divine and the devotee","to the Sikhs, it signifies the ""Guru's Path"" or the ""Guru's Way."" It represents the spiritual journey and the code of conduct established by the ten Gurus, beginning with Guru Nanak Dev Ji and culminating with Guru Gobind Singh Ji, who established the Khalsa Panth. In this context, the ""Guru"" is not just a historical figure but is embodied in the Guru Granth Sahib, the eternal scripture, which guides the faithful in living a life of truth, equality, and selfless service.",0.02,0.06,0.48,0.65
